"Table S12: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,
"name","longitude","latitude","catalogNumber","stateProvince","pop","locality","elevation"
"Chamaeza ruficauda",-45.615964,-22.769059,"OBS453742785","São Paulo","north","Trilha Zig Zag",1643
"Dysithamnus xanthopterus",-45.615964,-22.769059,"OBS453742795","São Paulo","north","Trilha Zig Zag",1643
"Mackenziaena leachii",-45.615964,-22.769059,"OBS453742806","São Paulo","north","Trilha Zig Zag",1627.87
"Microspingus lateralis",-45.615964,-22.769059,"OBS453742799","São Paulo","north","Trilha Zig Zag",1559.35
"Phylloscartes difficilis",-45.615964,-22.769059,"OBS453742807","São Paulo","north","Trilha Zig Zag",1639.64
"Saltator maxillosus",-45.615964,-22.769059,"OBS453742788","São Paulo","north","Trilha Zig Zag",1643
"Synallaxis cinerascens",-45.615964,-22.769059,"OBS453742796","São Paulo","north","Trilha Zig Zag",1559.35
"Elaenia mesoleuca",-45.46419,-22.77218,"OBS319338987","São Paulo","north","Pindamonhangaba, Unnamed Road",752.87
"Cacicus chrysopterus",-44.390473,-22.776419,"OBS429345010","São Paulo","north","Bananal SP",1225.02
"Drymophila rubricollis",-44.390473,-22.776419,"OBS429345001","São Paulo","north","Bananal SP",1139.92
"Dysithamnus xanthopterus",-44.390473,-22.776419,"OBS429344991","São Paulo","north","Bananal SP",1126.21
"Microspingus lateralis",-44.390473,-22.776419,"OBS429345007","São Paulo","north","Bananal SP",1137.4
"Phylloscartes difficilis",-44.390473,-22.776419,"OBS429345003","São Paulo","north","Bananal SP",1139.92
"Phylloscartes ventralis",-44.390473,-22.776419,"OBS429344998","São Paulo","north","Bananal SP",1182.16
"Piprites pileata",-44.390473,-22.776419,"OBS429346313","São Paulo","north","Bananal SP",1126.21
"Stephanoxis lalandi",-44.390473,-22.776419,"OBS429344994","São Paulo","north","Bananal SP",1139.92
"Syndactyla rufosuperciliata",-44.390473,-22.776419,"OBS429344995","São Paulo","north","Bananal SP",1182.16
"Tangara desmaresti",-44.390473,-22.776419,"OBS429345015","São Paulo","north","Bananal SP",1139.92
"Saltator maxillosus",-45.615,-22.777,"OBS98952856","São Paulo","north","Vista Chinesa near Campo do Jordeo",1643
"Stephanoxis lalandi",-45.615,-22.777,"OBS461601246","São Paulo","north","Vista Chinesa near Campo do Jordeo",1639.64
"Dysithamnus xanthopterus",-45.6216,-22.7786,"XC348880","NA","north","Campos do Jordão, São Paulo",1643
"Mackenziaena leachii",-45.6216,-22.7786,"XC348881","NA","north","Campos do Jordão, São Paulo",1627.87
"Saltator maxillosus",-45.6216,-22.7786,"XC348883","NA","north","Campos do Jordão, São Paulo",1643
"Synallaxis cinerascens",-45.6216,-22.7786,"XC348886","NA","north","Campos do Jordão, São Paulo",1559.35
"Dysithamnus xanthopterus",-44.383019,-22.779198,"OBS373852564","São Paulo","north","BR-São Paulo-Bananal-Estrada do Ariró - -22,779x-44,383",1126.21
"Elaenia mesoleuca",-44.383019,-22.779198,"OBS373852505","São Paulo","north","BR-São Paulo-Bananal-Estrada do Ariró - -22,779x-44,383",1182.16
"Heliobletus contaminatus",-44.383019,-22.779198,"OBS373852631","São Paulo","north","BR-São Paulo-Bananal-Estrada do Ariró - -22,779x-44,383",1187.93
"Microspingus lateralis",-44.383019,-22.779198,"OBS373852621","São Paulo","north","BR-São Paulo-Bananal-Estrada do Ariró - -22,779x-44,383",1137.4
"Stephanophorus diadematus",-44.383019,-22.779198,"OBS373852605","São Paulo","north","BR-São Paulo-Bananal-Estrada do Ariró - -22,779x-44,383",1182.16
"Stephanoxis lalandi",-44.383019,-22.779198,"OBS373852584","São Paulo","north","BR-São Paulo-Bananal-Estrada do Ariró - -22,779x-44,383",1139.92
"Synallaxis cinerascens",-44.383019,-22.779198,"OBS373852588","São Paulo","north","BR-São Paulo-Bananal-Estrada do Ariró - -22,779x-44,383",1137.4
"Tangara desmaresti",-44.383019,-22.779198,"OBS373852581","São Paulo","north","BR-São Paulo-Bananal-Estrada do Ariró - -22,779x-44,383",1139.92
"Chamaeza ruficauda",-44.381376,-22.788445,"OBS453085564","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1329.81
"Drymophila rubricollis",-44.381376,-22.788445,"OBS453085457","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1330.9
"Dysithamnus xanthopterus",-44.381376,-22.788445,"OBS453085497","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1329.81
"Elaenia mesoleuca",-44.381376,-22.788445,"OBS453085578","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1333.99
"Heliobletus contaminatus",-44.381376,-22.788445,"OBS453085453","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1332.34
"Hemitriccus obsoletus",-44.381376,-22.788445,"OBS453085434","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1330.9
"Mackenziaena leachii",-44.381376,-22.788445,"OBS453085541","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1332.34
"Microspingus lateralis",-44.381376,-22.788445,"OBS453085550","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1326.68
"Piculus aurulentus",-44.381376,-22.788445,"OBS453085543","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1332.34
"Stephanophorus diadematus",-44.381376,-22.788445,"OBS453085468","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1333.99
"Stephanoxis lalandi",-44.381376,-22.788445,"OBS453085481","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1330.9
"Tangara desmaresti",-44.381376,-22.788445,"OBS453085544","São Paulo","north","Fazenda Encontro - BR-São Paulo-Bananal - -22,788x-44,381 - 31/12/2016 20:54",1330.9
"Microspingus lateralis",-44.378787,-22.791817,"OBS453529383","São Paulo","north","-22,7918x-44,3788 - 31 de dez de 2016 13:24",1326.68
"Stephanophorus diadematus",-44.378787,-22.791817,"OBS453529381","São Paulo","north","-22,7918x-44,3788 - 31 de dez de 2016 13:24",1333.99
"Stephanoxis lalandi",-44.378787,-22.791817,"OBS453529374","São Paulo","north","-22,7918x-44,3788 - 31 de dez de 2016 13:24",1330.9
"Tangara desmaresti",-44.378787,-22.791817,"OBS453529386","São Paulo","north","-22,7918x-44,3788 - 31 de dez de 2016 13:24",1330.9
"Stephanophorus diadematus",-45.571903,-22.793312,"OBS403745560","São Paulo","north","-22,7933x-45,5719 - 14/05/2016 15:35",1593.44
"Heliobletus contaminatus",-45.696734,-22.80002,"OBS453089280","São Paulo","north","Pousada Villa Mantiqueira.",1075.43
"Tangara desmaresti",-45.696734,-22.80002,"OBS453089284","São Paulo","north","Pousada Villa Mantiqueira.",1074.11
"Microspingus lateralis",-45.987096,-22.803877,"OBS363265957","Minas Gerais","north","off-road monte verde to campos do jordao",1566.71
"Tangara desmaresti",-45.674382,-22.805895,"OBS349337601","São Paulo","north","Bairro Santa Cruz",1092.25
"Elaenia mesoleuca",-47.073991,-22.811695,"OBS447901098","São Paulo","north","Parque Prof. Hermógenes de Freitas Leitão",609.23
"Cacicus chrysopterus",-45.666861,-22.825238,"OBS369382463","São Paulo","north","Santo Antônio do Pinhal--área geral",1208.32
"Heliobletus contaminatus",-45.666861,-22.825238,"OBS369382382","São Paulo","north","Santo Antônio do Pinhal--área geral",1238.88
"Mackenziaena leachii",-45.666861,-22.825238,"OBS345991254","São Paulo","north","Santo Antônio do Pinhal--área geral",1238.88
"Microspingus lateralis",-45.666861,-22.825238,"OBS369367626","São Paulo","north","Santo Antônio do Pinhal--área geral",1203.06
"Muscipipra vetula",-45.666861,-22.825238,"OBS416386874","São Paulo","north","Santo Antônio do Pinhal--área geral",1203.06
"Phylloscartes difficilis",-45.666861,-22.825238,"OBS416386886","São Paulo","north","Santo Antônio do Pinhal--área geral",1236.36
"Phylloscartes ventralis",-45.666861,-22.825238,"OBS372047011","São Paulo","north","Santo Antônio do Pinhal--área geral",1206.02
"Piculus aurulentus",-45.666861,-22.825238,"OBS372047037","São Paulo","north","Santo Antônio do Pinhal--área geral",1238.88
"Piprites pileata",-45.666861,-22.825238,"OBS415736501","São Paulo","north","Santo Antônio do Pinhal--área geral",1221.19
"Stephanophorus diadematus",-45.666861,-22.825238,"OBS369367624","São Paulo","north","Santo Antônio do Pinhal--área geral",1206.02
"Stephanoxis lalandi",-45.666861,-22.825238,"OBS416386849","São Paulo","north","Santo Antônio do Pinhal--área geral",1236.36
"Synallaxis cinerascens",-45.666861,-22.825238,"OBS416386883","São Paulo","north","Santo Antônio do Pinhal--área geral",1203.06
"Tangara desmaresti",-45.666861,-22.825238,"OBS369382374","São Paulo","north","Santo Antônio do Pinhal--área geral",1236.36
"Elaenia mesoleuca",-45.889921,-22.82748,"OBS429102515","Minas Gerais","north","Sapucaí Mirim",1513.95
"Microspingus lateralis",-45.889921,-22.82748,"OBS429102544","Minas Gerais","north","Sapucaí Mirim",1513.19
"Phylloscartes difficilis",-45.889921,-22.82748,"OBS429102570","Minas Gerais","north","Sapucaí Mirim",1486.22
"Stephanoxis lalandi",-45.889921,-22.82748,"OBS429102498","Minas Gerais","north","Sapucaí Mirim",1486.22
"Tangara desmaresti",-45.889921,-22.82748,"OBS429102565","Minas Gerais","north","Sapucaí Mirim",1486.22
"Cacicus chrysopterus",-44.461274,-22.837073,"OBS420350080","São Paulo","north","Brejal, Bananal",1212.85
"Saltator maxillosus",-44.1995,-22.837104,"OBS345940362","Rio de Janeiro","north","(Lidice) Drove from Hotel Porto di Mare to Hotel do Ype",590.41
"Microspingus lateralis",-46.034992,-22.856794,"OBS107419981","Minas Gerais","north","Monte Verde",1501.9
"Saltator maxillosus",-46.034992,-22.856794,"OBS107419980","Minas Gerais","north","Monte Verde",1647.69
"Stephanoxis lalandi",-46.034992,-22.856794,"OBS107419946","Minas Gerais","north","Monte Verde",1525.42
"Cacicus chrysopterus",-44.4714,-22.8588,"XC328920","NA","north","Brejal, Bananal, São Paulo",1261.39
"Microspingus lateralis",-46.03012,-22.85949,"OBS307626039","Minas Gerais","north","Monte Verde - MG, Rua da Baixada",1501.9
"Tangara desmaresti",-46.03012,-22.85949,"OBS305980478","Minas Gerais","north","Monte Verde - MG, Rua da Baixada",1525.42
"Cacicus chrysopterus",-46.027554,-22.861706,"OBS418443026","Minas Gerais","north","Rua da Represa, Monte Verde, Camanducaia",1717.5
"Microspingus lateralis",-46.027554,-22.861706,"OBS418443050","Minas Gerais","north","Rua da Represa, Monte Verde, Camanducaia",1719.45
"Phylloscartes ventralis",-46.027554,-22.861706,"OBS418443027","Minas Gerais","north","Rua da Represa, Monte Verde, Camanducaia",1719.59
"Piculus aurulentus",-46.027554,-22.861706,"OBS418443037","Minas Gerais","north","Rua da Represa, Monte Verde, Camanducaia",1683.04
"Cacicus chrysopterus",-46.033798,-22.863288,"OBS433015469","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde",1656.69
"Chamaeza ruficauda",-46.033798,-22.863288,"OBS433015448","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde",1647.69
"Lepidocolaptes falcinellus",-46.033798,-22.863288,"OBS433015430","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde",1656.69
"Microspingus lateralis",-46.033798,-22.863288,"OBS433015436","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde",1667.78
"Piculus aurulentus",-46.033798,-22.863288,"OBS433015449","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde",1683.04
"Stephanophorus diadematus",-46.033798,-22.863288,"OBS433015435","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde",1663.29
"Tangara desmaresti",-46.033798,-22.863288,"OBS433015457","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde",1686.43
"Microspingus lateralis",-46.038766,-22.863364,"OBS432999192","Minas Gerais","north","Monte Verde--área geral",1667.78
"Stephanophorus diadematus",-46.038766,-22.863364,"OBS432999196","Minas Gerais","north","Monte Verde--área geral",1663.29
"Stephanoxis lalandi",-46.038766,-22.863364,"OBS446248472","Minas Gerais","north","Monte Verde--área geral",1686.43
"Tangara desmaresti",-46.038766,-22.863364,"OBS432999193","Minas Gerais","north","Monte Verde--área geral",1686.43
"Microspingus lateralis",-46.040817,-22.863661,"OBS418551579","Minas Gerais","north","Centro de Monte Verde, Camanducaia",1667.78
"Phylloscartes ventralis",-46.040817,-22.863661,"OBS418551557","Minas Gerais","north","Centro de Monte Verde, Camanducaia",1663.29
"Stephanoxis lalandi",-46.038726,-22.863848,"OBS446248451","Minas Gerais","north","Monte Verde--Geléias Tia Nata",1686.43
"Microspingus lateralis",-46.038689,-22.863931,"OBS418549264","Minas Gerais","north","Tia Nata, Monte Verde, Camanducaia",1667.78
"Dysithamnus xanthopterus",-44.4501,-22.8667,"XC78451","NA","north","Serra da Bocaina. Casa da Bocaina",1070.74
"Hemitriccus obsoletus",-44.4501,-22.8667,"XC284207","NA","north","Serra da Bocaina. Casa da Bocaina",1013.28
"Lepidocolaptes falcinellus",-46.022796,-22.867056,"OBS359190130","Minas Gerais","north","BR-Minas Gerais-Monte Verde-R. Virgo - -22,867x-46,023",1717.5
"Microspingus lateralis",-46.022796,-22.867056,"OBS359190168","Minas Gerais","north","BR-Minas Gerais-Monte Verde-R. Virgo - -22,867x-46,023",1719.45
"Phylloscartes difficilis",-46.022796,-22.867056,"OBS359190164","Minas Gerais","north","BR-Minas Gerais-Monte Verde-R. Virgo - -22,867x-46,023",1686.43
"Chamaeza ruficauda",-46.035869,-22.872537,"OBS322656745","Minas Gerais","north","Monte Verde - Hotel Cabeça de Boi e arredores",1647.69
"Dysithamnus xanthopterus",-46.035869,-22.872537,"OBS322652901","Minas Gerais","north","Monte Verde - Hotel Cabeça de Boi e arredores",1647.69
"Heliobletus contaminatus",-46.035869,-22.872537,"OBS322656785","Minas Gerais","north","Monte Verde - Hotel Cabeça de Boi e arredores",1683.04
"Lepidocolaptes falcinellus",-46.035869,-22.872537,"OBS322656793","Minas Gerais","north","Monte Verde - Hotel Cabeça de Boi e arredores",1656.69
"Microspingus lateralis",-46.035869,-22.872537,"OBS322652935","Minas Gerais","north","Monte Verde - Hotel Cabeça de Boi e arredores",1667.78
"Phylloscartes difficilis",-46.035869,-22.872537,"OBS322656784","Minas Gerais","north","Monte Verde - Hotel Cabeça de Boi e arredores",1686.43
"Piculus aurulentus",-46.035869,-22.872537,"OBS322652918","Minas Gerais","north","Monte Verde - Hotel Cabeça de Boi e arredores",1683.04
"Saltator maxillosus",-46.035869,-22.872537,"OBS322656752","Minas Gerais","north","Monte Verde - Hotel Cabeça de Boi e arredores",1647.69
"Tangara desmaresti",-46.035869,-22.872537,"OBS322656772","Minas Gerais","north","Monte Verde - Hotel Cabeça de Boi e arredores",1686.43
"Chamaeza ruficauda",-45.8655,-22.8745,"XC118898","NA","north","São José dos Campos-São Paulo",1184.46
"Tangara desmaresti",-45.831069,-22.877149,"OBS350227231","São Paulo","north","Pousada Aldeias do Paraíso",1172.12
"Cacicus chrysopterus",-45.969522,-22.878271,"OBS414195131","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1357.1
"Chamaeza ruficauda",-45.969522,-22.878271,"OBS437852032","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1277.93
"Drymophila rubricollis",-45.969522,-22.878271,"OBS437852008","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1492.52
"Heliobletus contaminatus",-45.969522,-22.878271,"OBS409929761","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1196.56
"Lepidocolaptes falcinellus",-45.969522,-22.878271,"OBS437851991","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1357.1
"Mackenziaena leachii",-45.969522,-22.878271,"OBS414195172","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1196.56
"Microspingus lateralis",-45.969522,-22.878271,"OBS414195170","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1595.28
"Muscipipra vetula",-45.969522,-22.878271,"OBS414195178","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1595.28
"Saltator maxillosus",-45.969522,-22.878271,"OBS437852011","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1277.93
"Stephanophorus diadematus",-45.969522,-22.878271,"OBS414195128","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1317.68
"Stephanoxis lalandi",-45.969522,-22.878271,"OBS409929757","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1492.52
"Synallaxis cinerascens",-45.969522,-22.878271,"OBS409929803","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1595.28
"Syndactyla rufosuperciliata",-45.969522,-22.878271,"OBS409929762","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1317.68
"Tangara desmaresti",-45.969522,-22.878271,"OBS414195184","São Paulo","north","São Francisco Xavier--Serra dos Poncianos e trilhas",1492.52
"Cacicus chrysopterus",-46.027674,-22.878951,"OBS436814045","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde-R. Lira",1717.93
"Chamaeza ruficauda",-46.027674,-22.878951,"OBS436806575","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde-R. Lira",1719.17
"Lepidocolaptes falcinellus",-46.027674,-22.878951,"OBS436814056","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde-R. Lira",1717.93
"Microspingus lateralis",-46.027674,-22.878951,"OBS436821255","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde-R. Lira",1719.45
"Piculus aurulentus",-46.027674,-22.878951,"OBS435866994","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde-R. Lira",1731.58
"Stephanophorus diadematus",-46.027674,-22.878951,"OBS436821242","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde-R. Lira",1717.68
"Stephanoxis lalandi",-46.027674,-22.878951,"OBS436839320","Minas Gerais","north","BR-Minas Gerais-Camanducaia-Monte Verde-R. Lira",1686.43
