"Supplementary_Data_3: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,,,
"Species","longitude","latitude","state","locality","year","month","identifier","seasson","Elevation"
"Cacicus chrysopterus",-59.613876,-26.80584,"Chaco","PN Chaco",2018,1,"OBS578103555","sum",81.06
"Cacicus chrysopterus",-51.9747,-26.8083,"south","Ponte Serrada- Caratuva- Parque Nacional das Araucárias- SC",,,"FURB13869",,
"Cacicus chrysopterus",-59.606705,-26.808447,"Chaco","Parque Nacional Chaco, AR (-26,808, -59,607)",2018,10,"OBS670869769","spri",78.77
"Cacicus chrysopterus",-59.605833,-26.808611,"Chaco","PN Chaco",2016,8,"OBS426088403","wint",78.77
"Cacicus chrysopterus",-59.597343,-26.810723,"Chaco","Unnamed Road, Chaco, AR (-26.811, -59.597)",2018,11,"OBS674354358","spri",78.26
"Cacicus chrysopterus",-59.591315,-26.810723,"Chaco","Unnamed Road, Chaco, AR (-26,811, -59,591)",2017,9,"OBS545550502","spri",78.26
"Cacicus chrysopterus",-59.596997,-26.810745,"Chaco","Unnamed Road, Chaco, AR (-26.811, -59.597)",2018,11,"OBS674760111","spri",78.26
"Cacicus chrysopterus",-59.597158,-26.810936,"Chaco","AR-Chaco-Sargento Cabral (-26,8109,-59,5972)",2018,12,"OBS688489589","sum",78.26
"Cacicus chrysopterus",-59.59695,-26.810939,"Chaco","Unnamed Road, Chaco, AR (-26,811, -59,597)",2017,10,"OBS545551747","spri",78.26
"Cacicus chrysopterus",-59.597056,-26.810974,"Chaco","(-26.811, -59.597)",2018,1,"OBS565120640","sum",78.26
"Cacicus chrysopterus",-59.597035,-26.811024,"Chaco","Q Los Quebrachos",2016,11,"OBS444574753","spri",78.26
"Cacicus chrysopterus",-59.597054,-26.811041,"Chaco","AR-Chaco-Sargento Cabral (-26,8110,-59,5971)",2018,12,"OBS688487663","sum",78.26
"Cacicus chrysopterus",-59.596978,-26.811108,"Chaco","Localidad desconocida - (-26,811, -59,597)",2017,11,"OBS578095152","spri",78.26
"Cacicus chrysopterus",-59.612709,-26.812501,"Chaco","Parque Nacional Chaco, first 1000m of Laguna Cabra road",2016,4,"OBS396359622","fall",78.77
"Cacicus chrysopterus",-59.620133,-26.82267,"Chaco","PN Chaco, Rallera de Quebracho and first 800m to Mirador Palmar",2016,4,"OBS396623625","fall",78.77
"Cacicus chrysopterus",-54.896686,-26.838412,"Misiones","Reserva Natural Privada Curindy",2018,6,"OBS686736817","wint",189
"Cacicus chrysopterus",-58.3119,-26.84128,"Ñeembucú","Baso Militar, Pilar, Transecto BFLY3 Punto8",2018,7,"OBS640544478","wint",54.67
"Cacicus chrysopterus",-58.31219,-26.84212,"Ñeembucú","Baso Militar, Pilar, Transecto3 Punto8",2018,5,"OBS649105491","fall",54.67
"Cacicus chrysopterus",-58.31077,-26.84367,"Ñeembucú","Baso Militar, Pilar, Transecto3 Punto7",2018,7,"OBS640543908","wint",54.67
"Cacicus chrysopterus",-58.307297,-26.843716,"Ñeembucú","Baso Militar, Pilar",2018,1,"OBS575285359","sum",54.67
"Cacicus chrysopterus",-58.31059,-26.84549,"Ñeembucú","Baso Militar, Pilar, Transecto3 Punto6",2018,3,"OBS594753640","fall",54.67
"Cacicus chrysopterus",-58.30876,-26.84627,"Ñeembucú","Baso Militar, Pilar, Transecto3 Punto5",2018,7,"OBS640546045","wint",54.59
"Cacicus chrysopterus",-58.30684,-26.84673,"Ñeembucú","Baso Militar, Pilar, Transecto3 Punto4",2018,1,"OBS592807509","sum",54.59
"Cacicus chrysopterus",-58.303379,-26.847271,"Ñeembucú","Military Base BFLY Transect 4",2018,1,"OBS575599751","sum",57.4
"Cacicus chrysopterus",-58.30157,-26.84871,"Ñeembucú","Baso Militar, Pilar, Transecto3 Punto1",2018,5,"OBS611120068","fall",57.4
"Cacicus chrysopterus",-58.30179,-26.84939,"Ñeembucú","Baso Militar, Pilar",2018,1,"OBS592724641","sum",57.4
"Cacicus chrysopterus",-58.03319,-26.85011,"Ñeembucú","Estancia Santa Ana, Transecto1 Punto4",2018,1,"OBS592780459","sum",61.39
"Cacicus chrysopterus",-58.038711,-26.851948,"Ñeembucú","Santa Ana Transect 1",2018,1,"OBS571751939","sum",61.39
"Cacicus chrysopterus",-58.042424,-26.852331,"Ñeembucú","Estancia Santa Ana",2018,5,"OBS622400067","fall",60.9
"Cacicus chrysopterus",-58.041973,-26.852484,"Ñeembucú","Estancia Santa Ana",2018,2,"OBS574907799","sum",61.39
"Cacicus chrysopterus",-58.043037,-26.853375,"Ñeembucú","Estancia Santa Ana",2018,6,"OBS626935889","wint",60.9
"Cacicus chrysopterus",-58.311674,-26.854746,"Ñeembucú","Margin del Rio Paraguay, Pilar",2018,5,"OBS619079807","fall",54.59
"Cacicus chrysopterus",-59.627433,-26.867768,"Chaco","Mirador Panza del Cabra",2016,11,"OBS449595804","spri",75.26
"Cacicus chrysopterus",-54.2171,-26.868411,"Misiones","PP Caá Yarí (AICA MI15)",2017,5,"OBS505676531","fall",493.51
"Cacicus chrysopterus",-52.018351,-26.873067,"Santa Catarina","Ponte Serrada",2017,10,"OBS540058064","spri",1022.65
"Cacicus chrysopterus",-56.989579,-26.874679,"Misiones","PY-Departamento de Misiones - Hotel Rural Country Club -26.875x-56.99 - 2 ago. 2017 11:31",2017,8,"OBS553699289","wint",131.58
"Cacicus chrysopterus",-54.14258,-26.87692,"Misiones","Lote 14, Yaboty Biosphere Reserve",2017,8,"OBS528078994","wint",483.98
"Cacicus chrysopterus",-54.15497,-26.88511,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,8,"OBS527002625","wint",489.68
"Cacicus chrysopterus",-54.15889,-26.89179,"Misiones","Lote 14, Yaboty Biosphere Reserve",2017,7,"OBS517449289","wint",489.68
"Cacicus chrysopterus",-59.015518,-26.892545,"Chaco","El Cachapé (AICA CH01)",2018,5,"OBS625866923","fall",65.57
"Cacicus chrysopterus",-57.94654,-26.894,"Ñeembucú","Guazu Cua Transecto9 Punto4",2018,3,"OBS589720773","fall",63.45
"Cacicus chrysopterus",-54.15336,-26.89539,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,7,"OBS517405220","wint",489.68
"Cacicus chrysopterus",-54.16448,-26.89594,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,9,"OBS537365876","spri",489.68
"Cacicus chrysopterus",-54.14977,-26.89781,"Misiones","Lote 13, Yaboty Biosphere Reserve",2018,6,"OBS629856615","wint",489.68
"Cacicus chrysopterus",-54.16022,-26.90011,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,8,"OBS528096792","wint",489.68
"Cacicus chrysopterus",-54.15477,-26.9028,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,7,"OBS517395381","wint",489.68
"Cacicus chrysopterus",-54.15895,-26.90694,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,9,"OBS531847740","spri",472.45
"Cacicus chrysopterus",-54.13926,-26.91027,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS451133056","wint",478.63
"Cacicus chrysopterus",-54.13694,-26.91074,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS451128689","wint",478.63
"Cacicus chrysopterus",-54.14615,-26.91156,"Misiones","Lote 13, Yaboty Biosphere Reserve",2018,6,"OBS631323569","wint",478.63
"Cacicus chrysopterus",-54.12607,-26.91165,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,12,"OBS451331931","sum",478.63
"Cacicus chrysopterus",-54.12906,-26.91308,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,9,"OBS451232816","spri",478.63
"Cacicus chrysopterus",-54.22585,-26.91656,"Misiones","Ruta 15, Mirador Guarani",2018,7,"OBS643984228","wint",459.94
"Cacicus chrysopterus",-54.173,-26.92043,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,7,"OBS520583901","wint",448.45
"Cacicus chrysopterus",-58.771926,-26.920493,"Chaco","Unnamed Road, Chaco, AR (-26,92, -58,772)",2018,4,"OBS596687169","fall",60.26
"Cacicus chrysopterus",-58.779087,-26.920845,"Chaco","Establecimiento Ibiri",2018,6,"OBS627554059","wint",60.26
"Cacicus chrysopterus",-58.777567,-26.921634,"Chaco","Unnamed Road, Chaco, AR (-26.922, -58.778)",2018,1,"OBS564936604","sum",60.26
"Cacicus chrysopterus",-54.10665,-26.92171,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS424558893","wint",468.73
"Cacicus chrysopterus",-54.15254,-26.93336,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,8,"OBS424600096","wint",444.99
"Cacicus chrysopterus",-58.754861,-26.93694,"Chaco","LAS ROSAS",2018,4,"OBS599590156","fall",59.36
"Cacicus chrysopterus",-54.20215,-26.94222,"Misiones","RNC Papel Misionero",2018,7,"OBS639479249","wint",465.99
"Cacicus chrysopterus",-59.517652,-26.942888,"Chaco","Colonia Elisa, Chaco, AR (-26.943, -59.518)",2018,5,"OBS613042734","fall",71.03
"Cacicus chrysopterus",-58.652959,-26.945286,"Chaco","futura reserva",2018,1,"OBS568084521","sum",57
"Cacicus chrysopterus",-58.654332,-26.951453,"Chaco","General Vedia, Chaco",2017,1,"OBS462034274","sum",57
"Cacicus chrysopterus",-54.14757,-26.96077,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,7,"OBS424467610","wint",412.91
"Cacicus chrysopterus",-54.186364,-26.971107,"Misiones","(-26,9711,-54,1864) escucha 3",2018,9,"OBS657731816","spri",463.91
"Cacicus chrysopterus",-54.186463,-26.971113,"Misiones","(-26,9711,-54,1865) seguimiento 4",2018,9,"OBS656181885","spri",463.91
"Cacicus chrysopterus",-58.614678,-26.971315,"Chaco","Tres Horquetas",2016,8,"OBS422707135","wint",57.47
"Cacicus chrysopterus",-54.19724,-26.97157,"Misiones","RNC Papel Misionero",2018,7,"OBS641844638","wint",477.78
"Cacicus chrysopterus",-54.197289,-26.971808,"Misiones","Reserva Privada Papel Misionera",2018,7,"OBS641084419","wint",477.78
"Cacicus chrysopterus",-54.17035,-26.97328,"Misiones","RNC Papel Misionero",2018,8,"OBS646015858","wint",463.91
"Cacicus chrysopterus",-54.19055,-26.97518,"Misiones","RNC Papel Misionero",2018,7,"OBS639509350","wint",463.91
"Cacicus chrysopterus",-54.186654,-26.976001,"Misiones","(-26,9760,-54,1867) seguimiento 6",2018,9,"OBS658871685","spri",463.91
"Cacicus chrysopterus",-54.18143,-26.97629,"Misiones","RNC Papel Misionero",2018,7,"OBS644063553","wint",463.91
"Cacicus chrysopterus",-58.681744,-26.97824,"Chaco","CAMPO EL X",2018,1,"OBS569927556","sum",58.53
"Cacicus chrysopterus",-58.681726,-26.978574,"Chaco","Establecimiento ""El X""",2018,6,"OBS635167984","wint",58.53
"Cacicus chrysopterus",-58.863877,-26.979445,"Chaco","Lapachito",2017,4,"OBS482871833","fall",61.8
"Cacicus chrysopterus",-58.716216,-26.979987,"Chaco","Cabral Cué",2018,1,"OBS565205458","sum",59.49
"Cacicus chrysopterus",-54.175324,-26.980806,"Misiones","(-26,9808,-54,1753) caminata-lluvia",2018,9,"OBS658398872","spri",463.91
"Cacicus chrysopterus",-58.708491,-26.981899,"Chaco","Paraje Sol de Mayo",2018,1,"OBS567418052","sum",59.49
"Cacicus chrysopterus",-58.634403,-26.983588,"Chaco","michita cuè",2017,7,"OBS522334176","wint",58
"Cacicus chrysopterus",-58.715959,-26.986259,"Chaco","Sol de Mayo",2018,1,"OBS573215018","sum",58.43
"Cacicus chrysopterus",-58.736043,-26.991613,"Chaco","La Leonesa - riacho Quia",2018,5,"OBS622797083","fall",58.86
"Cacicus chrysopterus",-51.051204,-26.998902,"Santa Catarina","23 Rodovia das Lombadas, Santa Catarina, BR (-26,999, -51,051)",2017,3,"OBS523383084","fall",898.7
"Cacicus chrysopterus",-51.556005,-27.000198,"Santa Catarina","Água Doce, SC",2016,2,"OBS378787970","sum",882.31
"Cacicus chrysopterus",-51.026274,-27.000854,"Santa Catarina","20-28 Rodovia das Lombadas, Santa Catarina, BR (-27,001, -51,026)",2017,3,"OBS523162243","fall",927.9
"Cacicus chrysopterus",-54.1815,-27.00422,"Misiones","RNC Papel Misionero",2018,8,"OBS649959589","wint",461.07
"Cacicus chrysopterus",-54.039333,-27.022333,"Misiones","Reserva de Biosfera Yabotí (AICA MI15)",2018,7,"OBS646396333","wint",425.98
"Cacicus chrysopterus",-53.659925,-27.032705,"Santa Catarina","LD ITA-SMO - UA1, Tunápolis, SC (-27,033, -53,66)",2018,2,"OBS589546876","sum",350.54
"Cacicus chrysopterus",-58.726022,-27.033235,"Chaco","Ruta 1 pavimentada",2017,5,"OBS499008314","fall",57.7
"Cacicus chrysopterus",-58.704929,-27.038028,"Chaco","La Leonesa",2018,5,"OBS624992703","fall",57.1
"Cacicus chrysopterus",-58.708607,-27.043553,"Chaco","La Leonesa (zona urbana)",2018,8,"OBS650997800","wint",57.89
"Cacicus chrysopterus",-58.717589,-27.051377,"Chaco","LOTR 4",2018,6,"OBS629787606","wint",57.89
"Cacicus chrysopterus",-54.842039,-27.055742,"Misiones","Tacuapí Lodge, Misiónes, AR (-27,056, -54,842)",2018,2,"OBS582902306","sum",446.25
"Cacicus chrysopterus",-58.722231,-27.055964,"Chaco","Unnamed Road, Chaco, AR (-27.056, -58.722)",2018,4,"OBS596194991","fall",57.89
"Cacicus chrysopterus",-54.827625,-27.058887,"Misiones","PP Salto Encantado",2018,1,"OBS572143396","sum",482.32
"Cacicus chrysopterus",-58.718877,-27.065882,"Chaco","Cancha Larga",2018,1,"OBS571362222","sum",57
"Cacicus chrysopterus",-58.851039,-27.073265,"Chaco","AR-Chaco - Laguna Patos -27,073x-58,851 - 19/03/2016 23:01",2018,8,"OBS656589480","wint",59.96
"Cacicus chrysopterus",-52.990488,-27.074212,"Santa Catarina","Sao Miguel,  Sério,  Rs.",2017,10,"OBS543800234","spri",290.13
"Cacicus chrysopterus",-54.951999,-27.088148,"Misiones","Camping del Cuñapirú (AICA MI17)",2016,6,"OBS427831388","wint",262.85
"Cacicus chrysopterus",-54.900726,-27.098892,"Misiones","Aristobulo del Valle, Misiones",2017,10,"OBS662953722","spri",394.39
"Cacicus chrysopterus",-58.652959,-27.100928,"Chaco","Caminos de Tierra - La Leonesa",2016,9,"OBS650922239","spri",55.48
"Cacicus chrysopterus",-52.788678,-27.101227,"Santa Catarina","Aceiro FNC 01",2017,4,"OBS492397781","fall",529.11
"Cacicus chrysopterus",-55.522142,-27.106474,"Misiones","Puerto Maní, Corpus.",2018,7,"OBS686775163","wint",111.41
"Cacicus chrysopterus",-52.769201,-27.111548,"Santa Catarina","Guatambú - Propriedade particular, prox. a FLONA",2018,5,"OBS617115258","fall",567.71
"Cacicus chrysopterus",-58.634183,-27.113139,"Chaco","Boquita del Quia",2018,3,"OBS591018131","fall",54.52
"Cacicus chrysopterus",-58.644118,-27.118549,"Chaco","PUERTO LAS PALMAS",2018,1,"OBS566045199","sum",55.48
"Cacicus chrysopterus",-58.788657,-27.137674,"Chaco","Yatay",2016,8,"OBS422954788","wint",56.93
"Cacicus chrysopterus",-58.870733,-27.139622,"Chaco","Puente Nacional Río Guaycuru",2018,9,"OBS656589888","spri",59.35
"Cacicus chrysopterus",-58.869338,-27.13966,"Chaco","Rio Guaycuru",2017,7,"OBS520695933","wint",59.35
"Cacicus chrysopterus",-53.866362,-27.140378,"Rio Grande do Sul","Parque Estadual do Turvo",2018,7,"OBS638551236","wint",229.33
"Cacicus chrysopterus",-58.286891,-27.147603,"Ñeembucú","General Diaz - Mayor Martinez Road",2018,5,"OBS624000937","fall",62.31
"Cacicus chrysopterus",-53.899269,-27.150505,"Misiones","PP Moconá (AICA MI15)",2018,5,"OBS620653832","fall",224.71
"Cacicus chrysopterus",-58.784133,-27.155027,"Chaco","Yatay",2017,10,"OBS541686446","spri",56.47
"Cacicus chrysopterus",-58.699393,-27.164529,"Chaco","Laguna El Palmar (AICA CH02)",2018,7,"OBS646228928","wint",51.07
"Cacicus chrysopterus",-56.238027,-27.172575,"Itapúa","Coronel Bogardo",2017,1,"OBS566466215","sum",97.89
"Cacicus chrysopterus",-58.792026,-27.17657,"Chaco","campo la guitarra",2018,3,"OBS593186056","fall",57.65
"Cacicus chrysopterus",-58.690724,-27.223848,"Chaco","Limita..rio Ancho",2017,7,"OBS518983599","wint",54.39
"Cacicus chrysopterus",-54.037285,-27.226776,"Misiones","Aldea Yabotí (AICA MI15)",2016,10,"OBS446332811","spri",212.19
"Cacicus chrysopterus",-58.545199,-27.243334,"Ñeembucú","PY-Departamento de Ñeembucú-Paso de Patria - -27.243x-58.545 - 31 ene. 2017 13:08",2017,2,"OBS462645276","sum",52.19
"Cacicus chrysopterus",-58.597377,-27.24439,"Chaco","camino desde el puerto de las palmas a la isla del cerrito",2018,10,"OBS669631193","spri",51.46
"Cacicus chrysopterus",-57.460935,-27.247366,"Ñeembucú","PY-Departamento de Neembucu - -27,2474x-57,4609 - 9 ago 2016 19:07",2016,8,"OBS423078513","wint",66.93
"Cacicus chrysopterus",-55.531812,-27.255202,"Misiones","San Ignacio Mini",2017,6,"OBS536928430","wint",145.71
"Cacicus chrysopterus",-59.233605,-27.258265,"Chaco","Unnamed Road, Laguna Blanca, Chaco, AR (-27,258, -59,234)",2018,10,"OBS672148686","spri",62.08
"Cacicus chrysopterus",-59.036107,-27.278548,"Chaco","Establecimiento San Rafael",2018,5,"OBS618079313","fall",58.28
"Cacicus chrysopterus",-59.036096,-27.278562,"Chaco","Margarita Belen",2017,10,"OBS545834947","spri",58.28
"Cacicus chrysopterus",-59.049026,-27.287719,"Chaco","Reserva San Rafael",2017,10,"OBS544906160","spri",58.28
"Cacicus chrysopterus",-59.04905,-27.287962,"Chaco","Unnamed Road, Chaco, AR (-27.288, -59.049)",2018,5,"OBS617533578","fall",58.28
"Cacicus chrysopterus",-58.619614,-27.290028,"Chaco","Isla del Cerrito (AICA CH02)",2017,7,"OBS526993829","wint",50.18
"Cacicus chrysopterus",-58.511366,-27.296266,"Corrientes","San Cosme--Río Paraná",2018,5,"OBS615848464","fall",51.16
"Cacicus chrysopterus",-58.632773,-27.300905,"Chaco","NA",2016,9,"20508589","spri",47.7
"Cacicus chrysopterus",-58.721623,-27.307036,"Chaco","Camino entre Resistencia e Isla del Cerrito",2016,9,"OBS431538919","spri",50.27
"Cacicus chrysopterus",-58.540402,-27.312297,"Corrientes","Paso De La Patria",2018,3,"OBS591432123","fall",54.59
"Cacicus chrysopterus",-58.57035,-27.313615,"Corrientes","Paso de la Patria, Corrientes, AR (-27.314, -58.57)",2018,1,"OBS569195221","sum",49.45
"Cacicus chrysopterus",-58.547852,-27.313956,"Corrientes","Paso De La Patria",2018,3,"OBS591429123","fall",54.59
"Cacicus chrysopterus",-58.560003,-27.315698,"Corrientes","Paso de la Patria, Corrientes",2018,10,"OBS666588421","spri",51.95
"Cacicus chrysopterus",-58.950373,-27.318952,"Chaco","Reserva Natural Educativa Colonia Benítez",2016,7,"OBS421440491","wint",54.34
"Cacicus chrysopterus",-58.50123,-27.327812,"Corrientes","Paso De La Patria",2018,3,"OBS591424159","fall",63.42
"Cacicus chrysopterus",-55.513995,-27.332848,"Misiones","Ruinas de Loreto",2018,10,"OBS664558958","spri",141.93
"Cacicus chrysopterus",-58.969386,-27.334264,"Chaco","Los Chaguares, Colonia Benitez, Chaco, AR (-27.334, -58.969)",2018,5,"OBS614540928","fall",54.09
"Cacicus chrysopterus",-58.59672,-27.340922,"Corrientes","(-27.341, -58.597)",2018,9,"OBS654986172","spri",57.92
"Cacicus chrysopterus",-53.647399,-27.341808,"Rio Grande do Sul","Guarita",2017,12,"OBS647134649","sum",280.63
"Cacicus chrysopterus",-59.067118,-27.354779,"Chaco","Unitan, Chaco, AR (-27,355, -59,067)",2018,10,"OBS665855697","spri",56.33
"Cacicus chrysopterus",-58.491211,-27.372834,"Corrientes","San Cosme",2016,3,"OBS384548861","fall",63.15
"Cacicus chrysopterus",-58.890677,-27.382163,"Chaco","Afueras de Colonia Benítez",2018,6,"OBS637845518","wint",51.94
"Cacicus chrysopterus",-57.701837,-27.387,"Corrientes","AR-Corrientes-Berón de Astrada - -27,3870x-57,7018 - 10 jun. 2017 07:26",2017,6,"OBS511044206","wint",67.39
"Cacicus chrysopterus",-58.982141,-27.389792,"Chaco","Parque Norte Caraguatá",2018,8,"OBS645959528","wint",54.84
"Cacicus chrysopterus",-56.74,-27.4,"Misiones","Yacyreta, Itapúa (Ñeembucú)",2018,9,"OBS656253923","spri",66.74
"Cacicus chrysopterus",-56.824851,-27.403014,"Misiones","Yacyreta Humid Forest",2018,9,"OBS676253037","spri",65.17
"Cacicus chrysopterus",-58.933797,-27.403471,"Chaco","avenida sarmiento 5100",2016,6,"OBS410086728","wint",52.61
"Cacicus chrysopterus",-55.007987,-27.406276,"Misiones","Chacra Mariposa",2018,10,"OBS664836320","spri",288.99
"Cacicus chrysopterus",-56.764529,-27.412642,"Misiones","Yacareta Island gallery forest Departamento de Misiones",2017,2,"OBS689931887","sum",65.57
"Cacicus chrysopterus",-55.665333,-27.416,"Misiones","Campo San Juan (AICA MI20)",2018,10,"OBS664131611","spri",130.89
"Cacicus chrysopterus",-56.78318,-27.419776,"Misiones","Isla Yacyretá",2018,9,"OBS655531965","spri",69.13
"Cacicus chrysopterus",-55.567818,-27.423939,"Misiones","Cerro Santa Ana--Acceso",2018,5,"OBS612768839","fall",172.59
"Cacicus chrysopterus",-59.210693,-27.425297,"Chaco","Estancia Fortín Cué",2016,8,"OBS425650318","wint",56.87
"Cacicus chrysopterus",-58.869617,-27.428157,"Chaco","Puente sobre Río Tragadero",2016,9,"OBS430197565","spri",50.6
"Cacicus chrysopterus",-58.868705,-27.42865,"Chaco","Unnamed Road, Chaco, AR (-27.429, -58.869)",2018,7,"OBS639891581","wint",50.6
"Cacicus chrysopterus",-58.949804,-27.430518,"Chaco","mi casa",2018,8,"OBS647631862","wint",52.77
"Cacicus chrysopterus",-58.730771,-27.433268,"Corrientes","Ruta Nacional 12, Corrientes, AR (-27,433, -58,731)",2018,5,"OBS612491924","fall",60.68
"Cacicus chrysopterus",-59.052361,-27.444249,"Chaco","Aeropuerto Resistencia",2018,5,"OBS624719357","fall",54
"Cacicus chrysopterus",-55.583107,-27.444906,"Misiones","Cruz de Santa Ana",2018,9,"OBS655331984","spri",199
"Cacicus chrysopterus",-59.048767,-27.444916,"Chaco","NA",2018,6,"20868240","wint",54
"Cacicus chrysopterus",-58.642766,-27.445068,"Corrientes","Santa Ana--lagunas",2016,5,"OBS402699330","fall",63.17
"Cacicus chrysopterus",-55.575097,-27.448231,"Misiones","Parque Temático de la Cruz",2017,10,"OBS629852469","spri",215.27
"Cacicus chrysopterus",-55.770753,-27.450591,"Misiones","Costanera Candelaria",2018,7,"OBS644197892","wint",101
"Cacicus chrysopterus",-58.984259,-27.457939,"Chaco","570 Obligado, Resistencia, Chaco, AR (-27,458, -58,984)",2018,10,"OBS665263949","spri",52.79
"Cacicus chrysopterus",-55.814559,-27.458378,"Misiones","Desembocadura Arroyo Garupá",2018,7,"OBS639636890","wint",88.64
